Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01015805.1, Mean Length: 6919.0
Chromosome: PYGN01007399.1, Mean Length: 6226.0
Chromosome: PYGN01004792.1, Mean Length: 10934.0
Chromosome: PYGN01006284.1, Mean Length: 6976.0
Chromosome: PYGN01000543.1, Mean Length: 43482.63636363636
Chromosome: PYGN01004046.1, Mean Length: 16051.0
Chromosome: PYGN01017306.1, Mean Length: 4704.0
Chromosome: PYGN01000364.1, Mean Length: 93722.71428571429
Chromosome: PYGN01015459.1, Mean Length: 4803.0
Chromosome: PYGN01018961.1, Mean Length: 1382.0
Chromosome: PYGN01006266.1, Mean Length: 6394.0
Chromosome: PYGN01005059.1, Mean Length: 30442.0
Chromosome: PYGN01007141.1, Mean Length: 6452.0
Chromosome: PYGN01002698.1, Mean Length: 49885.0
Chromosome: PYGN01012423.1, Mean Length: 2787.0
Chromosome: PYGN01021357.1, Mean Length: 1520.0
Chromosome: PYGN01005340.1, Mean Length: 18146.0
Chromosome: PYGN01024767.1, Mean Length: 3812.0
Chromosome: PYGN01000480.1, Mean Length: 45660.5
Chromosome: PYGN01008391.1, Mean Length: 6099.0
Chromosome: PYGN01016435.1, Mean Length: 5516.0
Chromosome: PYGN01000469.1, Mean Length: 24742.68181818182
Chromosome: PYGN01006460.1, Mean Length: 4782.0
Chromosome: PYGN01023696.1, Mean Length: 1257.0
Chromosome: PYGN01023406.1, Mean Length: 1845.0
Chromosome: PYGN01012786.1, Mean Length: 1609.0
Chromosome: PYGN01014621.1, Mean Length: 4865.0
Chromosome: PYGN01005115.1, Mean Length: 6901.0
Chromosome: PYGN01012142.1, Mean Length: 3805.0
Chromosome: PYGN01008340.1, Mean Length: 8344.0
Chromosome: PYGN01016687.1, Mean Length: 5328.0
Chromosome: PYGN01024698.1, Mean Length: 1164.0
Chromosome: PYGN01022205.1, Mean Length: 1338.0
Chromosome: PYGN01005469.1, Mean Length: 11641.0
Chromosome: PYGN01015773.1, Mean Length: 3619.0
Chromosome: PYGN01001898.1, Mean Length: 51479.0
Chromosome: PYGN01008982.1, Mean Length: 6676.0
Chromosome: PYGN01003642.1, Mean Length: 18345.0
Chromosome: PYGN01023312.1, Mean Length: 1141.0
Chromosome: PYGN01022982.1, Mean Length: 1820.0
Chromosome: PYGN01015056.1, Mean Length: 3455.0
Chromosome: PYGN01021135.1, Mean Length: 1177.0
Chromosome: PYGN01005716.1, Mean Length: 11541.0
Chromosome: PYGN01022221.1, Mean Length: 1539.0
Chromosome: PYGN01000241.1, Mean Length: 105059.08333333333
Chromosome: PYGN01016698.1, Mean Length: 4286.0
Chromosome: PYGN01020632.1, Mean Length: 1164.0
Chromosome: PYGN01022862.1, Mean Length: 1372.0
Chromosome: PYGN01008409.1, Mean Length: 11648.0
Chromosome: PYGN01019001.1, Mean Length: 1385.0
Chromosome: PYGN01013070.1, Mean Length: 3008.0
Chromosome: PYGN01015748.1, Mean Length: 6393.0
Chromosome: PYGN01001416.1, Mean Length: 137627.33333333334
Chromosome: PYGN01006790.1, Mean Length: 8156.0
Chromosome: PYGN01012357.1, Mean Length: 7887.0
Chromosome: PYGN01007684.1, Mean Length: 9985.0
Chromosome: PYGN01001396.1, Mean Length: 131448.75
Chromosome: PYGN01004896.1, Mean Length: 16257.0
Chromosome: PYGN01004672.1, Mean Length: 14844.0
Chromosome: PYGN01003742.1, Mean Length: 16580.0
Chromosome: PYGN01015415.1, Mean Length: 3662.0
Chromosome: PYGN01020229.1, Mean Length: 1253.0
Chromosome: PYGN01001882.1, Mean Length: 21617.5
Chromosome: PYGN01015457.1, Mean Length: 3990.0
Chromosome: PYGN01008045.1, Mean Length: 9608.0
Chromosome: PYGN01002595.1, Mean Length: 40322.0
Chromosome: PYGN01010615.1, Mean Length: 3388.0
Chromosome: PYGN01017276.1, Mean Length: 4487.0
Chromosome: PYGN01017374.1, Mean Length: 4570.0
Chromosome: PYGN01016772.1, Mean Length: 3494.0
Chromosome: PYGN01021431.1, Mean Length: 4792.0
Chromosome: PYGN01013660.1, Mean Length: 1503.0
Chromosome: PYGN01017434.1, Mean Length: 3873.0
Chromosome: PYGN01004953.1, Mean Length: 9802.0
Chromosome: PYGN01001918.1, Mean Length: 46079.25
Chromosome: PYGN01012337.1, Mean Length: 2984.0
Chromosome: PYGN01022919.1, Mean Length: 1499.0
Chromosome: PYGN01023859.1, Mean Length: 4165.0
Chromosome: PYGN01017353.1, Mean Length: 3136.0
Chromosome: PYGN01015775.1, Mean Length: 3411.0
Chromosome: PYGN01018767.1, Mean Length: 1897.0
Chromosome: PYGN01018020.1, Mean Length: 1846.0
Chromosome: PYGN01024113.1, Mean Length: 1798.0
Chromosome: PYGN01008585.1, Mean Length: 6715.0
Chromosome: PYGN01012316.1, Mean Length: 3087.0
Chromosome: PYGN01005544.1, Mean Length: 7806.0
Chromosome: PYGN01023308.1, Mean Length: 1225.0
Chromosome: PYGN01014014.1, Mean Length: 3606.0
Chromosome: PYGN01009121.1, Mean Length: 4381.0
Chromosome: PYGN01004649.1, Mean Length: 8144.0
Chromosome: PYGN01004015.1, Mean Length: 23577.0
Chromosome: PYGN01024555.1, Mean Length: 2278.0
Chromosome: PYGN01015929.1, Mean Length: 2375.0
Chromosome: PYGN01015558.1, Mean Length: 5348.0
Chromosome: PYGN01021664.1, Mean Length: 1089.0
Chromosome: PYGN01014933.1, Mean Length: 6818.0
Chromosome: PYGN01015501.1, Mean Length: 2739.0
Chromosome: PYGN01022439.1, Mean Length: 1617.0
Chromosome: PYGN01006736.1, Mean Length: 12842.0
Chromosome: PYGN01023867.1, Mean Length: 1457.0
Chromosome: PYGN01001596.1, Mean Length: 57489.75
Chromosome: PYGN01013100.1, Mean Length: 3311.0
Chromosome: PYGN01013625.1, Mean Length: 4886.0
Chromosome: PYGN01017073.1, Mean Length: 4611.0
Chromosome: PYGN01002134.1, Mean Length: 118285.0
Chromosome: PYGN01016052.1, Mean Length: 3445.0
Chromosome: PYGN01008633.1, Mean Length: 6279.0
Chromosome: PYGN01012386.1, Mean Length: 3946.0
Chromosome: PYGN01021379.1, Mean Length: 10858.0
Chromosome: PYGN01006085.1, Mean Length: 12992.0
Chromosome: PYGN01017950.1, Mean Length: 9428.0
Chromosome: PYGN01010175.1, Mean Length: 5043.0
Chromosome: PYGN01017908.1, Mean Length: 1210.0
Chromosome: PYGN01004610.1, Mean Length: 9214.0
Chromosome: PYGN01023828.1, Mean Length: 1073.0
Chromosome: PYGN01001358.1, Mean Length: 22053.571428571428
Chromosome: PYGN01012647.1, Mean Length: 3736.0
Chromosome: PYGN01008664.1, Mean Length: 2900.5
Chromosome: PYGN01016623.1, Mean Length: 2904.0
Chromosome: PYGN01002736.1, Mean Length: 1786.0
Chromosome: PYGN01001744.1, Mean Length: 65571.75
Chromosome: PYGN01000624.1, Mean Length: 97163.83333333333
Chromosome: PYGN01011983.1, Mean Length: 6609.0
Chromosome: PYGN01001102.1, Mean Length: 36666.4
Chromosome: PYGN01011199.1, Mean Length: 8138.0
Chromosome: PYGN01017065.1, Mean Length: 3643.0
Chromosome: PYGN01020196.1, Mean Length: 10031.0
Chromosome: PYGN01001649.1, Mean Length: 23581.875
Chromosome: PYGN01022190.1, Mean Length: 1648.0
Chromosome: PYGN01002600.1, Mean Length: 14596.666666666666
Chromosome: PYGN01004503.1, Mean Length: 15133.0
Chromosome: PYGN01002008.1, Mean Length: 22175.0
Chromosome: PYGN01007130.1, Mean Length: 10783.0
Chromosome: PYGN01019891.1, Mean Length: 999.0
Chromosome: PYGN01011883.1, Mean Length: 7058.0
Chromosome: PYGN01001688.1, Mean Length: 38010.5
Chromosome: PYGN01009935.1, Mean Length: 7730.0
Chromosome: PYGN01016983.1, Mean Length: 5989.0
Chromosome: PYGN01007538.1, Mean Length: 6964.0
Chromosome: PYGN01022051.1, Mean Length: 1318.0
Chromosome: PYGN01010467.1, Mean Length: 4836.0
Chromosome: PYGN01005003.1, Mean Length: 9801.0
Chromosome: PYGN01017614.1, Mean Length: 3958.0
Chromosome: PYGN01013996.1, Mean Length: 2495.0
Chromosome: PYGN01005591.1, Mean Length: 12003.0
Chromosome: PYGN01000070.1, Mean Length: 83464.35483870968
Chromosome: PYGN01009461.1, Mean Length: 7937.0
Chromosome: PYGN01020176.1, Mean Length: 1083.0
Chromosome: PYGN01003209.1, Mean Length: 24005.0
Chromosome: PYGN01011475.1, Mean Length: 7044.0
Chromosome: PYGN01022664.1, Mean Length: 1026.0
Chromosome: PYGN01023965.1, Mean Length: 1378.0
Chromosome: PYGN01005838.1, Mean Length: 12173.0
Chromosome: PYGN01005477.1, Mean Length: 12846.0
Chromosome: PYGN01010584.1, Mean Length: 13113.0
Chromosome: PYGN01008625.1, Mean Length: 9415.0
Chromosome: PYGN01005153.1, Mean Length: 9252.0
Chromosome: PYGN01012744.1, Mean Length: 3543.0
Chromosome: PYGN01014235.1, Mean Length: 10992.0
Chromosome: PYGN01023018.1, Mean Length: 1584.0
Chromosome: PYGN01007500.1, Mean Length: 8729.0
Chromosome: PYGN01000040.1, Mean Length: 80684.66666666667
Chromosome: PYGN01018833.1, Mean Length: 1585.0
Chromosome: PYGN01003567.1, Mean Length: 31571.0
Chromosome: PYGN01015169.1, Mean Length: 3973.0
Chromosome: PYGN01012452.1, Mean Length: 3604.0
Chromosome: PYGN01017537.1, Mean Length: 2721.0
Chromosome: PYGN01010160.1, Mean Length: 4036.0
Chromosome: PYGN01016836.1, Mean Length: 2553.0
Chromosome: PYGN01000288.1, Mean Length: 47480.583333333336
Chromosome: PYGN01023449.1, Mean Length: 6099.0
Chromosome: PYGN01009048.1, Mean Length: 11585.0
Chromosome: PYGN01018766.1, Mean Length: 1544.0
Chromosome: PYGN01008999.1, Mean Length: 7046.0
Chromosome: PYGN01018577.1, Mean Length: 8017.0
Chromosome: PYGN01005027.1, Mean Length: 11352.0
Chromosome: PYGN01014765.1, Mean Length: 5490.0
Chromosome: PYGN01006892.1, Mean Length: 11298.0
Chromosome: PYGN01020143.1, Mean Length: 5241.0
Chromosome: PYGN01020469.1, Mean Length: 1582.0
Chromosome: PYGN01015471.1, Mean Length: 4184.0
Chromosome: PYGN01012426.1, Mean Length: 5152.0
Chromosome: PYGN01015998.1, Mean Length: 3500.0
Chromosome: PYGN01010922.1, Mean Length: 5906.0
Chromosome: PYGN01009195.1, Mean Length: 5183.0
Chromosome: PYGN01024680.1, Mean Length: 1595.0
Chromosome: PYGN01002226.1, Mean Length: 112340.0
Chromosome: PYGN01022377.1, Mean Length: 1378.0
Chromosome: PYGN01017807.1, Mean Length: 1713.0
Chromosome: PYGN01001221.1, Mean Length: 26534.666666666668
Chromosome: PYGN01009626.1, Mean Length: 4156.0
Chromosome: PYGN01010837.1, Mean Length: 7763.0
Chromosome: PYGN01007947.1, Mean Length: 8113.0
Chromosome: PYGN01010880.1, Mean Length: 7724.0
Chromosome: PYGN01018182.1, Mean Length: 1447.0
Chromosome: PYGN01019640.1, Mean Length: 1286.0
Chromosome: PYGN01015077.1, Mean Length: 2749.0
Chromosome: PYGN01000098.1, Mean Length: 89969.94117647059
Chromosome: PYGN01004861.1, Mean Length: 31908.0
Chromosome: PYGN01020628.1, Mean Length: 1040.0
Chromosome: PYGN01013468.1, Mean Length: 3978.0
Chromosome: PYGN01016651.1, Mean Length: 4761.0
Chromosome: PYGN01023410.1, Mean Length: 1253.0
Chromosome: PYGN01010092.1, Mean Length: 7717.0
Chromosome: PYGN01011452.1, Mean Length: 5023.0
Chromosome: PYGN01016733.1, Mean Length: 2799.0
Chromosome: PYGN01019939.1, Mean Length: 1811.0
Chromosome: PYGN01018817.1, Mean Length: 2023.0
Chromosome: PYGN01001583.1, Mean Length: 30485.6
Chromosome: PYGN01009795.1, Mean Length: 5958.0
Chromosome: PYGN01010276.1, Mean Length: 7785.0
Chromosome: PYGN01011057.1, Mean Length: 9600.0
Chromosome: PYGN01007102.1, Mean Length: 9237.0
Chromosome: PYGN01014583.1, Mean Length: 10213.0
Chromosome: PYGN01009826.1, Mean Length: 7116.0
Chromosome: PYGN01004767.1, Mean Length: 15544.0
Chromosome: PYGN01022541.1, Mean Length: 3994.0
Chromosome: PYGN01018908.1, Mean Length: 10968.0
Chromosome: PYGN01002181.1, Mean Length: 17703.166666666668
Chromosome: PYGN01000638.1, Mean Length: 93467.6
Chromosome: PYGN01016713.1, Mean Length: 2036.0
Chromosome: PYGN01012928.1, Mean Length: 3000.0
Chromosome: PYGN01002811.1, Mean Length: 57563.0
Chromosome: PYGN01008818.1, Mean Length: 10340.0
Chromosome: PYGN01011414.1, Mean Length: 6813.0
Chromosome: PYGN01023579.1, Mean Length: 1383.0
Chromosome: PYGN01012474.1, Mean Length: 4209.0
Chromosome: PYGN01022913.1, Mean Length: 7882.0
Chromosome: PYGN01001602.1, Mean Length: 94256.5
Chromosome: PYGN01021279.1, Mean Length: 1973.0
Chromosome: PYGN01022839.1, Mean Length: 1144.0
Chromosome: PYGN01006420.1, Mean Length: 17593.0
Chromosome: PYGN01016120.1, Mean Length: 3008.0
Chromosome: PYGN01011255.1, Mean Length: 4365.0
Chromosome: PYGN01020699.1, Mean Length: 1209.0
Chromosome: PYGN01019528.1, Mean Length: 1429.0
Chromosome: PYGN01013334.1, Mean Length: 4147.0
Chromosome: PYGN01015286.1, Mean Length: 2792.0
Chromosome: PYGN01023824.1, Mean Length: 5127.0
Chromosome: PYGN01015584.1, Mean Length: 1892.0
Chromosome: PYGN01022584.1, Mean Length: 1588.0
Chromosome: PYGN01005086.1, Mean Length: 13555.0
Chromosome: PYGN01000611.1, Mean Length: 72958.81818181818
Chromosome: PYGN01015009.1, Mean Length: 3698.0
Chromosome: PYGN01011307.1, Mean Length: 6118.0
Chromosome: PYGN01024787.1, Mean Length: 2234.0
Chromosome: PYGN01003009.1, Mean Length: 36917.0
Chromosome: PYGN01022372.1, Mean Length: 1173.0
Chromosome: PYGN01009803.1, Mean Length: 4010.0
Chromosome: PYGN01011875.1, Mean Length: 4996.0
Chromosome: PYGN01015361.1, Mean Length: 1154.0
Chromosome: PYGN01017382.1, Mean Length: 4679.0
Chromosome: PYGN01016763.1, Mean Length: 2403.0
Chromosome: PYGN01005022.1, Mean Length: 11446.0
Chromosome: PYGN01004307.1, Mean Length: 16758.0
Chromosome: PYGN01014512.1, Mean Length: 5014.0
Chromosome: PYGN01019426.1, Mean Length: 1348.0
Chromosome: PYGN01001417.1, Mean Length: 36216.333333333336
Chromosome: PYGN01008062.1, Mean Length: 8573.0
Chromosome: PYGN01005486.1, Mean Length: 6838.0
Chromosome: PYGN01006959.1, Mean Length: 9595.0
Chromosome: PYGN01008170.1, Mean Length: 6999.0
Chromosome: PYGN01014611.1, Mean Length: 3782.0
Chromosome: PYGN01011525.1, Mean Length: 6719.0
Chromosome: PYGN01024597.1, Mean Length: 3233.0
Chromosome: PYGN01019228.1, Mean Length: 7709.0
Chromosome: PYGN01009490.1, Mean Length: 6736.0
Chromosome: PYGN01015981.1, Mean Length: 2403.0
Chromosome: PYGN01003564.1, Mean Length: 28417.0
Chromosome: PYGN01000429.1, Mean Length: 110976.9
Chromosome: PYGN01019465.1, Mean Length: 1153.0
Chromosome: PYGN01024494.1, Mean Length: 1807.0
Chromosome: PYGN01000637.1, Mean Length: 16412.4
Chromosome: PYGN01007612.1, Mean Length: 5582.0
Chromosome: PYGN01013867.1, Mean Length: 2396.0
Chromosome: PYGN01009833.1, Mean Length: 5625.0
Chromosome: PYGN01019181.1, Mean Length: 10908.0
Chromosome: PYGN01007662.1, Mean Length: 10072.0
Chromosome: PYGN01005561.1, Mean Length: 20470.0
Chromosome: PYGN01022948.1, Mean Length: 1752.0
Chromosome: PYGN01005524.1, Mean Length: 10712.0
Chromosome: PYGN01017775.1, Mean Length: 4205.0
Chromosome: PYGN01020918.1, Mean Length: 1218.0
Chromosome: PYGN01003894.1, Mean Length: 16572.0
Chromosome: PYGN01017514.1, Mean Length: 4597.0
Chromosome: PYGN01019385.1, Mean Length: 1092.0
Chromosome: PYGN01017799.1, Mean Length: 1161.0
Chromosome: PYGN01009136.1, Mean Length: 8420.0
Chromosome: PYGN01002292.1, Mean Length: 71509.5
Chromosome: PYGN01024651.1, Mean Length: 1517.0
Chromosome: PYGN01007840.1, Mean Length: 11627.0
Chromosome: PYGN01003877.1, Mean Length: 24279.0
Chromosome: PYGN01015089.1, Mean Length: 3406.0
Chromosome: PYGN01002358.1, Mean Length: 109011.0
Chromosome: PYGN01016848.1, Mean Length: 6971.0
Chromosome: PYGN01006131.1, Mean Length: 7249.0
Chromosome: PYGN01009528.1, Mean Length: 2697.0
Chromosome: PYGN01023947.1, Mean Length: 1748.0
Chromosome: PYGN01009432.1, Mean Length: 5143.0
Chromosome: PYGN01016495.1, Mean Length: 2445.0
Chromosome: PYGN01020068.1, Mean Length: 1080.0
Chromosome: PYGN01010061.1, Mean Length: 5280.0
Chromosome: PYGN01000363.1, Mean Length: 108343.75
Chromosome: PYGN01021873.1, Mean Length: 1319.0
Chromosome: PYGN01002774.1, Mean Length: 65996.0
Chromosome: PYGN01024563.1, Mean Length: 1324.0
Chromosome: PYGN01001565.1, Mean Length: 19677.1
Chromosome: PYGN01011297.1, Mean Length: 4215.0
Chromosome: PYGN01003301.1, Mean Length: 48263.0
Chromosome: PYGN01024723.1, Mean Length: 1508.0
Chromosome: PYGN01005258.1, Mean Length: 15351.0
Chromosome: PYGN01018693.1, Mean Length: 2365.0
Chromosome: PYGN01023950.1, Mean Length: 3863.0
Chromosome: PYGN01015912.1, Mean Length: 2486.0
Chromosome: PYGN01010442.1, Mean Length: 15110.0
Chromosome: PYGN01018463.1, Mean Length: 1502.0
Chromosome: PYGN01007425.1, Mean Length: 7508.0
Chromosome: PYGN01018387.1, Mean Length: 1116.0
Chromosome: PYGN01009536.1, Mean Length: 4648.0
Chromosome: PYGN01000941.1, Mean Length: 47397.3
Chromosome: PYGN01003764.1, Mean Length: 15934.0
Chromosome: PYGN01017098.1, Mean Length: 4292.0
Chromosome: PYGN01003613.1, Mean Length: 15102.0
Chromosome: PYGN01003697.1, Mean Length: 8955.0
Chromosome: PYGN01019265.1, Mean Length: 1800.0
Chromosome: PYGN01022924.1, Mean Length: 1270.0
Chromosome: PYGN01001502.1, Mean Length: 36092.666666666664
Chromosome: PYGN01000548.1, Mean Length: 107332.8
Chromosome: PYGN01012432.1, Mean Length: 3962.0
Chromosome: PYGN01013445.1, Mean Length: 1897.0
Chromosome: PYGN01008424.1, Mean Length: 9417.0
Chromosome: PYGN01023050.1, Mean Length: 1109.0
Chromosome: PYGN01007695.1, Mean Length: 2566.0
Chromosome: PYGN01024539.1, Mean Length: 1413.0
Chromosome: PYGN01020797.1, Mean Length: 8256.0
Chromosome: PYGN01002235.1, Mean Length: 102700.5
Chromosome: PYGN01014532.1, Mean Length: 3507.0
Chromosome: PYGN01006525.1, Mean Length: 6165.0
Chromosome: PYGN01005787.1, Mean Length: 10920.0
Chromosome: PYGN01013759.1, Mean Length: 5823.0
Chromosome: PYGN01023992.1, Mean Length: 1470.0
Chromosome: PYGN01020257.1, Mean Length: 1166.0
Chromosome: PYGN01022624.1, Mean Length: 2682.0
Chromosome: PYGN01018046.1, Mean Length: 1340.0
Chromosome: PYGN01023816.1, Mean Length: 1125.0
Chromosome: PYGN01013974.1, Mean Length: 3193.0
Chromosome: PYGN01000214.1, Mean Length: 219421.2
Chromosome: PYGN01004421.1, Mean Length: 24685.5
Chromosome: PYGN01007150.1, Mean Length: 8469.0
Chromosome: PYGN01020343.1, Mean Length: 1220.0
Chromosome: PYGN01003057.1, Mean Length: 2196.0
Chromosome: PYGN01007733.1, Mean Length: 11749.0
Chromosome: PYGN01021437.1, Mean Length: 1464.0
Chromosome: PYGN01015007.1, Mean Length: 4267.0
Chromosome: PYGN01006749.1, Mean Length: 6201.0
Chromosome: PYGN01000273.1, Mean Length: 48540.77777777778
Chromosome: PYGN01005726.1, Mean Length: 14645.0
Chromosome: PYGN01009828.1, Mean Length: 4991.0
Chromosome: PYGN01003075.1, Mean Length: 36309.0
Chromosome: PYGN01008075.1, Mean Length: 6832.0
Chromosome: PYGN01017195.1, Mean Length: 5022.0
Chromosome: PYGN01005628.1, Mean Length: 13454.0
Chromosome: PYGN01017910.1, Mean Length: 1138.0
Chromosome: PYGN01007355.1, Mean Length: 6664.0
Chromosome: PYGN01010436.1, Mean Length: 6867.0
Chromosome: PYGN01002687.1, Mean Length: 84956.0
Chromosome: PYGN01023377.1, Mean Length: 5614.0
Chromosome: PYGN01006293.1, Mean Length: 20804.0
Chromosome: PYGN01001550.1, Mean Length: 95527.0
Chromosome: PYGN01010312.1, Mean Length: 9786.0
Chromosome: PYGN01001472.1, Mean Length: 42386.5
Chromosome: PYGN01019461.1, Mean Length: 1174.0
Chromosome: PYGN01006888.1, Mean Length: 9473.0
Chromosome: PYGN01000189.1, Mean Length: 47397.944444444445
Chromosome: PYGN01003988.1, Mean Length: 19477.0
Chromosome: PYGN01010600.1, Mean Length: 7471.0
Chromosome: PYGN01017926.1, Mean Length: 1077.0
Chromosome: PYGN01015097.1, Mean Length: 3234.0
Chromosome: PYGN01018018.1, Mean Length: 2165.0
Chromosome: PYGN01009210.1, Mean Length: 7147.0
Chromosome: PYGN01000343.1, Mean Length: 44003.61111111111
Chromosome: PYGN01017594.1, Mean Length: 2425.0
Chromosome: PYGN01009067.1, Mean Length: 7833.0
Chromosome: PYGN01011384.1, Mean Length: 11265.0
Chromosome: PYGN01015004.1, Mean Length: 3849.0
Chromosome: PYGN01021975.1, Mean Length: 1118.0
Chromosome: PYGN01006662.1, Mean Length: 13279.0
Chromosome: PYGN01006112.1, Mean Length: 10869.0
Chromosome: PYGN01019668.1, Mean Length: 2814.0
Chromosome: PYGN01022984.1, Mean Length: 1578.0
Chromosome: PYGN01006288.1, Mean Length: 12322.0
Chromosome: PYGN01022397.1, Mean Length: 1393.0
Chromosome: PYGN01003365.1, Mean Length: 27034.0
Chromosome: PYGN01017303.1, Mean Length: 4358.0
Chromosome: PYGN01020296.1, Mean Length: 1641.0
Chromosome: PYGN01018609.1, Mean Length: 1414.0
Chromosome: PYGN01000755.1, Mean Length: 108003.71428571429
Chromosome: PYGN01002583.1, Mean Length: 8025.4
Chromosome: PYGN01017140.1, Mean Length: 3549.0
Chromosome: PYGN01001464.1, Mean Length: 221826.0
Chromosome: PYGN01023247.1, Mean Length: 1365.0
Chromosome: PYGN01003446.1, Mean Length: 29084.0
Chromosome: PYGN01006801.1, Mean Length: 14565.0
Chromosome: PYGN01015618.1, Mean Length: 4050.0
Chromosome: PYGN01023206.1, Mean Length: 1220.0
Chromosome: PYGN01021411.1, Mean Length: 1501.0
Chromosome: PYGN01007801.1, Mean Length: 6732.0
Chromosome: PYGN01005652.1, Mean Length: 14984.0
Chromosome: PYGN01013502.1, Mean Length: 5819.0
Chromosome: PYGN01000665.1, Mean Length: 44462.25
Chromosome: PYGN01004139.1, Mean Length: 10320.0
Chromosome: PYGN01004974.1, Mean Length: 13947.0
Chromosome: PYGN01021610.1, Mean Length: 1044.0
Chromosome: PYGN01004612.1, Mean Length: 19092.0
Chromosome: PYGN01006458.1, Mean Length: 6168.0
Chromosome: PYGN01024115.1, Mean Length: 1579.0
Chromosome: PYGN01015133.1, Mean Length: 3402.0
Chromosome: PYGN01004791.1, Mean Length: 13683.0
Chromosome: PYGN01011695.1, Mean Length: 3454.0
Chromosome: PYGN01009645.1, Mean Length: 5541.0
Chromosome: PYGN01024600.1, Mean Length: 1083.0
Chromosome: PYGN01009571.1, Mean Length: 4123.0
Chromosome: PYGN01007374.1, Mean Length: 10026.0
Chromosome: PYGN01002328.1, Mean Length: 31716.0
Chromosome: PYGN01013133.1, Mean Length: 3906.0
Chromosome: PYGN01023216.1, Mean Length: 2013.0
Chromosome: PYGN01023091.1, Mean Length: 1815.0
Chromosome: PYGN01016225.1, Mean Length: 3694.0
Chromosome: PYGN01006325.1, Mean Length: 5343.0
Chromosome: PYGN01006940.1, Mean Length: 8009.0
Chromosome: PYGN01023064.1, Mean Length: 1341.0
Chromosome: PYGN01012485.1, Mean Length: 3546.0
Chromosome: PYGN01022231.1, Mean Length: 3645.0
Chromosome: PYGN01016470.1, Mean Length: 4103.0
Chromosome: PYGN01018955.1, Mean Length: 1214.0
Chromosome: PYGN01000989.1, Mean Length: 41171.642857142855
Chromosome: PYGN01016631.1, Mean Length: 3848.0
Chromosome: PYGN01002562.1, Mean Length: 20785.0
Chromosome: PYGN01003078.1, Mean Length: 17512.0
Chromosome: PYGN01002112.1, Mean Length: 235987.0
Chromosome: PYGN01021383.1, Mean Length: 1329.0
Chromosome: PYGN01017495.1, Mean Length: 3166.0
Chromosome: PYGN01003017.1, Mean Length: 60105.0
Chromosome: PYGN01010679.1, Mean Length: 5494.0
Chromosome: PYGN01018007.1, Mean Length: 1140.0
Chromosome: PYGN01015160.1, Mean Length: 3118.0
Chromosome: PYGN01005446.1, Mean Length: 13906.0
Chromosome: PYGN01010502.1, Mean Length: 3651.0
Chromosome: PYGN01018339.1, Mean Length: 1611.0
Chromosome: PYGN01007077.1, Mean Length: 10186.0
Chromosome: PYGN01003815.1, Mean Length: 30526.0
Chromosome: PYGN01005494.1, Mean Length: 14221.0
Chromosome: PYGN01020293.1, Mean Length: 1524.0
Chromosome: PYGN01020114.1, Mean Length: 12842.0
Chromosome: PYGN01001280.1, Mean Length: 27556.545454545456
Chromosome: PYGN01007063.1, Mean Length: 16266.0
Chromosome: PYGN01003909.1, Mean Length: 20091.0
Chromosome: PYGN01002395.1, Mean Length: 37130.2
Chromosome: PYGN01015430.1, Mean Length: 3430.0
Chromosome: PYGN01014386.1, Mean Length: 2957.0
Chromosome: PYGN01015095.1, Mean Length: 3481.0
Chromosome: PYGN01011343.1, Mean Length: 8759.0
Chromosome: PYGN01023933.1, Mean Length: 1480.0
Chromosome: PYGN01020155.1, Mean Length: 1421.0
Chromosome: PYGN01005994.1, Mean Length: 9189.0
Chromosome: PYGN01003968.1, Mean Length: 14333.0
Chromosome: PYGN01021267.1, Mean Length: 2167.0
Chromosome: PYGN01000154.1, Mean Length: 73852.05555555556
Chromosome: PYGN01022380.1, Mean Length: 1287.0
Chromosome: PYGN01008698.1, Mean Length: 13089.0
Chromosome: PYGN01024631.1, Mean Length: 1692.0
Chromosome: PYGN01021065.1, Mean Length: 1124.0
Chromosome: PYGN01019452.1, Mean Length: 3663.0
Chromosome: PYGN01001944.1, Mean Length: 5891.142857142857
Chromosome: PYGN01023451.1, Mean Length: 1114.0
Chromosome: PYGN01000053.1, Mean Length: 81728.59090909091
Chromosome: PYGN01023425.1, Mean Length: 950.0
Chromosome: PYGN01011174.1, Mean Length: 5038.0
Chromosome: PYGN01020123.1, Mean Length: 1073.0
Chromosome: PYGN01005698.1, Mean Length: 12761.0
Chromosome: PYGN01005969.1, Mean Length: 10172.0
Chromosome: PYGN01007931.1, Mean Length: 3868.0
Chromosome: PYGN01020612.1, Mean Length: 2195.0
Chromosome: PYGN01011353.1, Mean Length: 10967.0
Chromosome: PYGN01015535.1, Mean Length: 3263.0
Chromosome: PYGN01019572.1, Mean Length: 1269.0
Chromosome: PYGN01004729.1, Mean Length: 8182.0
Chromosome: PYGN01021570.1, Mean Length: 1009.0
Chromosome: PYGN01020719.1, Mean Length: 1017.0
Chromosome: PYGN01022964.1, Mean Length: 1181.0
Chromosome: PYGN01014399.1, Mean Length: 2830.0
Chromosome: PYGN01022031.1, Mean Length: 7304.0
Chromosome: PYGN01021824.1, Mean Length: 1152.0
Chromosome: PYGN01013989.1, Mean Length: 6996.0
Chromosome: PYGN01006873.1, Mean Length: 5673.0
